V_diff_mag_1_4,V_diff_mag_4_5,V_diff_mag_5_6,V_diff_mag_3_6,V_diff_mag_6_7,V_diff_mag_7_8,V_diff_mag_8_2,V_diff_mag_8_9,V_diff_mag_9_4,V_diff_phase_sin_1_4,V_diff_phase_sin_4_5,V_diff_phase_sin_5_6,V_diff_phase_sin_3_6,V_diff_phase_sin_6_7,V_diff_phase_sin_7_8,V_diff_phase_sin_8_2,V_diff_phase_sin_8_9,V_diff_phase_sin_9_4,V_diff_phase_cos_1_4,V_diff_phase_cos_4_5,V_diff_phase_cos_5_6,V_diff_phase_cos_3_6,V_diff_phase_cos_6_7,V_diff_phase_cos_7_8,V_diff_phase_cos_8_2,V_diff_phase_cos_8_9,V_diff_phase_cos_9_4,Label
0.0867931106913243,0.0622198941254733,0.0671338875102003,0,0.0060062706196261,0.0107880745183137,0,0.0672006727812946,0.0573510255840756,0.829867187318273,0.734884755560724,0.71141688447369,0,0.842577579126548,-0.726729588519414,0,-0.702227176716395,-0.758752430655939,0.557960976603613,0.678192005293821,0.702770244451021,1,0.538574993063404,-0.68692365308701,1,-0.711952942462436,-0.651379113092909,1
0.0348002033117891,0.0249474289878274,0.0269177232600246,0,0.00240824919217361,0.00432554131992385,0,0.0269445012035019,0.0229952277844208,0.855502635395314,0.766354999558613,0.744084505555301,0,0.867275184384986,-0.758625005247549,0,-0.735342629774838,-0.788918400215321,0.517798455802711,0.642417321257388,0.668085509940549,1,0.497829041489133,-0.651527513934106,1,-0.677695519267927,-0.614497972170535,1
0.0730063590146409,0.0523365033491224,0.0564699277924155,0,0.00505219764221869,0.00907443039069953,0,0.0565261044801684,0.0482410358414244,0.818003713271233,0.896278100033131,0.91082951605965,0,0.804450667714477,-0.901512765746883,0,-0.916115106674692,-0.879783129420922,-0.575212938896957,-0.443492466002525,-0.412782742704372,1,-0.594019463665739,0.432752508017465,1,0.400915341839669,0.475375267747838,1
0.0462544653463489,0.033158714024152,0.0357775179236276,0,0.00320090885121451,0.00574926529290806,0,0.0358131096541564,0.0305639584101387,-0.956928444470487,-0.990048901222953,-0.994258728576288,0,-0.9499417133018,0.991659537609371,0,0.995564896788408,0.984360262633181,0.290323874600927,0.140723747772801,0.10700271328272,1,0.312427177641833,-0.128885070773805,1,-0.0940772888782764,-0.176167174435915,1
0.0975875167588329,0.0699581442851705,0.075483288020257,0,0.00675326682131993,0.0121297807448757,0,0.0755583793346511,0.064483737542566,0.975763745118461,0.930879013870983,0.917928446561908,0,0.980573907256394,-0.926447812765756,0,-0.91269686711283,-0.943391315190689,0.218826675047615,0.36532760850309,0.396745972874889,1,0.196149974274606,-0.376423232839774,1,-0.408637282638802,-0.331681815031789,1
0.0371155489748226,0.0266072446214688,0.028708627561659,0,0.0025684761101789,0.00461333053901629,0,0.0287371871095351,0.024525158527759,0.982978348325121,0.943372034857921,0.931555604031421,0,0.986972843340604,-0.939341270874074,0,-0.926753487645457,-0.954670665320403,0.183721437845499,0.331736648334225,0.363598895209618,1,0.160886937033943,-0.342983930866564,1,-0.37567003225834,-0.297664107303347,1
0.0975618212871667,0.069939723819377,0.0754634127457032,0,0.00675148863921194,0.0121265868892696,0,0.0755384842880323,0.0644667585261303,-0.995781312400626,-0.970074134622333,-0.961263862562259,0,-0.997640689052273,0.967103930918725,0,0.957602043927262,0.9781638335645,-0.0917582577956218,-0.242808923511332,-0.275629799789296,1,-0.0686516973374064,0.254381577166175,1,0.288094299607489,0.207835306688737,1
0.0857012034479933,0.0614371320774978,0.0662893045996274,0,0.005930708281294,0.0106523543371344,0,0.0663552496736061,0.0566295167022196,0.628247144285381,0.739731358258249,0.762168030536375,0,0.610044220770772,-0.74771807696565,0,-0.770513804583617,-0.715103443956664,-0.778013833872678,-0.67290230911285,-0.647379249921021,1,-0.792367369787639,0.664016323126766,1,0.637423310639075,0.699018643843867,1
0.0570851529665464,0.0409229735565867,0.0441549819707266,0,0.0039504158146751,0.00709548118724142,0,0.0441989076623623,0.0377206444403027,0.863085331804273,0.775795055143043,0.753907557544947,0,0.874560526471889,-0.76820097534538,0,-0.745309117619456,-0.797942052185204,0.505058125391828,0.630984970039384,0.656980513163528,1,0.484916369632139,-0.640208763981256,1,-0.66671907066868,-0.602734171384422,1
0.0850908741147023,0.0609996016537515,0.0658172189642705,0,0.00588847217391601,0.0105764925748838,0,0.0658826944040851,0.0562262241720929,0.967785120240763,0.917960058571458,0.903951906332236,0,0.973361218537444,-0.91315528181021,0,-0.898320238864958,-0.931605702659837,0.251777602340977,0.396672825975621,0.427634132218555,1,0.229276990226454,-0.407611863544371,1,-0.439341266495198,-0.36347051430848,1
0.074773996856238,0.0536036804151397,0.0578371837770363,0,0.00517452199664662,0.00929414147841899,0,0.057894720620814,0.0494090530062586,0.974931557198556,0.997479833543175,0.999314623986642,0,0.969512010484342,-0.998256322696751,0,-0.999711186789199,-0.994290654364474,-0.222504963491603,-0.0709505579589016,-0.0370173241393198,1,-0.245043795119587,0.0590280797244878,1,0.0240321245113962,0.106705644852864,1
0.0893941755236795,0.0640845349615209,0.0691457936680877,0,0.00618626992092899,0.0111113776124755,0,0.0692145803978066,0.0590697534250075,0.915224078253766,0.842921780768682,0.824153729348503,0,0.924318319127426,-0.836433418408851,0,-0.816726530780551,-0.861689477712987,0.402945264998293,0.538036124721894,0.566366162831922,1,0.381622385252031,-0.548068550975956,1,-0.577024933533349,-0.507435950636846,1
0.0765123777072477,0.0548498838480858,0.0591818096761656,0,0.00529482170416914,0.00951021602641628,0,0.0592406841633978,0.0505577377793588,0.0486135065022033,-0.104548795007272,-0.138280115665143,0,0.071752732857737,0.116423381542821,0,0.151134624016446,0.068786874944786,0.998817664534203,0.994519758206204,0.990393159109873,1,0.997422450783742,-0.993199675911211,1,-0.988513189301695,-0.997631377731941,1
0.0813808145902436,0.0583399491885691,0.0629475128690833,0,0.00563172804593923,0.0101153453905228,0,0.0630101335047648,0.0537746964297307,-0.779356851920113,-0.674484206579127,-0.649009232895639,0,-0.793671390507832,0.665615336998525,0,0.639071181049799,0.700547763958377,-0.626580319963188,-0.738289276012679,-0.760780530518634,1,-0.608346713551872,0.74629499740541,1,0.769147596727452,0.713605514561735,1
0.0747541284974233,0.0535894372664376,0.0578218157350908,0,0.00517314706332698,0.00929167191218573,0,0.0578793372906306,0.049395924420987,0.475206443416059,0.604048597885756,0.630778409492016,0,0.454683544522711,-0.613527033533731,0,-0.640805700072881,-0.575055967157737,-0.879874329740253,-0.796947483459388,-0.775963013370304,1,-0.890653060591083,0.789673716875077,1,0.767703103259394,0.818114071897239,1
0.0785770842542824,0.0563300223260526,0.0607788463069088,0,0.00543770385429438,0.00976685169611911,0,0.0608393095375955,0.0519220515717717,0.98006425877804,0.998912608339101,0.99991993463064,0,0.97519557048658,-0.999398327921665,0,-0.999999943221199,-0.99659569227677,-0.198680770750094,-0.0466218929385444,-0.012654024192209,1,-0.221344978039605,0.0346840330322297,1,-0.000336983084320846,0.0824440788376316,1
0.0461353776630433,0.0330733429274382,0.0356854044013536,0,0.00319266772645589,0.0057344631180412,0,0.035720904496692,0.0304852678237821,0.958214302007393,0.990666935058229,0.994726262153008,0,0.9513262621102,-0.992224732956552,0,-0.995974745998819,-0.98513649651075,-0.286051309083676,-0.136304892730724,-0.102565410266355,1,-0.308185565884314,0.124459147149975,1,0.0896342865905047,0.17177334846397,1
0.0325431626614301,0.023329410815836,0.0251719174936426,0,0.00225205710690825,0.00404499920623542,0,0.0251969586970664,0.0215038237426485,0.445335691318985,0.303321334647053,0.270769051849911,0,0.465970292593229,-0.291915029197389,0,-0.258240509712797,-0.337326260459828,0.895363681437572,0.952888329211734,0.962644337520509,1,0.884800365291844,-0.956444256466987,1,-0.966080658715034,-0.941387802132675,1
0.0777290438969718,0.0557220825849172,0.0601228927928762,0,0.0053790176309086,0.00966144330026455,0,0.0601827034763188,0.0513616846965547,-0.409219474260552,-0.265020896472149,-0.232104932368637,0,-0.430259510143575,0.253481668441336,0,0.219449140180588,0.299458020668927,-0.912435982349401,-0.964242668851103,-0.972690752690777,1,-0.90270524199819,0.967340190297186,1,0.97562394131858,0.954109476872046,1
0.0970367868921796,0.0695633392859952,0.0750573021715887,0,0.00671515512569004,0.0120613269840462,0,0.0751319697122157,0.0641198270614143,0.976670070876733,0.998012488322421,0.999577386958135,0,0.97142992212356,-0.998694146530616,0,-0.999870680169536,-0.995107730972681,-0.21474536701321,-0.063016451443177,-0.0290697004103354,1,-0.237326581745523,0.0510881755936266,1,0.0160817579048597,0.0987957679174732,1
0.0583690735900237,0.0418433853798519,0.0451480859397167,0,0.00403926589341168,0.00725506794765748,0,0.0451929995782784,0.0385690316445227,-0.735636708503674,-0.62351706024799,-0.596592781857465,0,-0.751140429014217,0.614131866575742,0,0.586116603402233,0.651175459771315,-0.677376286196882,-0.781809743850577,-0.802544112579223,1,-0.660142451218173,0.78920342780312,1,0.810226713467428,0.758927216926377,1
0.0830730691840645,0.0595530858168364,0.0642564604184368,0,0.00574883571689193,0.0103256866090444,0,0.0643203832044956,0.0548929019616211,0.280197029782972,0.130255311936328,0.0964916798509302,0,0.302372918898853,-0.118400278222734,0,-0.0835531763186983,-0.165756864760362,0.959942511039489,0.991480485795041,0.995333791107057,1,0.953189707202395,-0.992965948115432,1,-0.99650331997794,-0.986166650107787,1
0.039327568904311,0.0281929885211855,0.0304196101031737,0,0.00272155266437408,0.0048882767374557,0,0.0304498717487102,0.0259868138430036,-0.997932683287296,-0.976400019969006,-0.968498028530782,0,-0.999154263205663,0.973750024545101,0,0.965181270928828,0.983522357265772,-0.064267873988628,-0.215969907636516,-0.249021221449074,1,-0.0411188316705322,0.227620055571593,1,0.261581945570049,0.18078653920682,1
0.0588863167737439,0.0422141845812154,0.0455481700643058,0,0.0040750602382949,0.00731935943307174,0,0.0455934817094139,0.0389108148439776,-0.606367581651997,-0.720731829212812,-0.743869620152438,0,-0.587772526543847,0.72896257824232,0,0.752489041062057,0.69538714476389,0.795184479175436,0.693213985980919,0.668324762532608,1,0.809026240019607,-0.684553547593108,1,-0.6586047700112,-0.71863531703996,1
0.0788279812128703,0.0565098843228792,0.0609729134173089,0,0.00545506646543824,0.00979803729442406,0,0.0610335697073438,0.0520878388995483,0.0294430357202317,-0.123608626823308,-0.157254574248432,0,0.0526047697440809,0.135455703302073,0,0.170070651206566,0.0879129821149424,0.999566459845256,0.992331047269436,0.987558098988583,1,0.998615410556122,-0.99078340339498,1,-0.985431871616792,-0.996128158208399,1
0.0460674958210925,0.0330246800671539,0.0356328982530523,0,0.00318797015645665,0.00572602564686899,0,0.035668346114899,0.0304404129588809,-0.427468887985905,-0.560561739556682,-0.588375587415348,0,-0.406398893020168,0.570415625438359,0,0.598830283652355,0.530478571037965,0.904030060232564,0.828112634938742,0.808587761553219,1,0.913695758856296,-0.821356204247442,1,-0.800875952554976,-0.84769834591647,1
0.0747254091004224,0.0535688490212818,0.0577996014746238,0,0.00517115961905825,0.00928810219343164,0,0.0578571009312586,0.0493769472595621,0.521899837472672,0.646089260381876,0.671650230472436,0,0.501987174439679,-0.655162235623282,0,-0.68121815846485,-0.618278562105657,-0.853006775849992,-0.763261860451052,-0.740868387708859,1,-0.864875064213362,0.755488216329747,1,0.732080474113166,0.785959044505858,1
0.0341962247258133,0.0245144512621285,0.0264505498850125,0,0.00236645257021902,0.00425046893294437,0,0.0264768630810775,0.0225961316918782,-0.99994717190904,-0.986638897578439,-0.980533439103383,0,-0.999916759954178,0.984621958560344,0,0.977899888444455,0.991850694014484,-0.010278783542447,-0.16292233052962,-0.196352170347293,1,0.0129024479359479,0.174698593929066,1,0.20907369078945,0.127405654438833,1
